Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
23c94034-f050-04d5-c5a3-2d42bf3ccc7f,2024-09-08,,999-76-8806,,,,Talitha643,,Bergnaum523,,,,white,hispanic,F,Newton  Massachusetts  US,800 Schmitt Boulevard Apt 23,Cambridge,Massachusetts,Middlesex County,25017.0,2140,42.41303081195031,-71.10684163466209,6209.54,0.0,182688
26aa011e-0d75-d1a3-3c5a-560a9450cc9d,2009-12-27,,999-88-4732,S99938072,,,Jesse626,Roosevelt595,Wolf938,,,,white,nonhispanic,M,Worcester  Massachusetts  US,791 Lindgren Passage Apt 87,Chelmsford,Massachusetts,Middlesex County,,0,42.57094151779865,-71.39127180250473,28952.24,17083.0,66918
2bbd76b7-e9a4-0597-7752-c228b9ffe6c1,1963-06-26,,999-80-3561,S99941111,X29977031X,Mrs.,Lois157,,Bergnaum523,,Nienow652,M,black,nonhispanic,F,Boston  Massachusetts  US,650 Olson Station,Winthrop,Massachusetts,Suffolk County,25025.0,2128,42.40104541253845,-71.02318625295315,167902.96,649591.28,193916
2c167999-289d-95fa-5c27-7d8b8d35348c,1973-10-06,,999-81-3939,S99988361,X35525758X,Mr.,Eliseo499,Laverne101,Nader710,,,S,white,nonhispanic,M,Lowell  Massachusetts  US,257 Wiza Forge Suite 31,Revere,Massachusetts,Suffolk County,25025.0,2151,42.42403681433789,-70.99809615810418,152305.18,37713.82,28811
2d68ad16-268a-478c-1f84-d0f1976e1a46,2019-11-15,,999-71-2318,,,,Mauro926,Isaias604,Braun514,,,,white,nonhispanic,M,Danvers  Massachusetts  US,686 Hilpert Annex,Quincy,Massachusetts,Norfolk County,25021.0,2186,42.25937201985332,-71.01258393031146,11394.17,0.0,103247
2de4dd0d-f665-8a2e-4c6b-997735e14ace,2002-07-13,,999-50-9887,S99993119,X77134253X,Mr.,Aron520,Gary33,Hammes673,,,,white,nonhispanic,M,Worcester  Massachusetts  US,793 Mayert Lodge Unit 44,Williamstown,Massachusetts,Berkshire County,25003.0,1267,42.72551449334875,-73.2719383343828,4350.3,48456.65,21658
322ab5c6-5846-ac1e-38cc-48b8cb441e20,1964-11-20,,999-64-4805,S99911224,X42614175X,Mrs.,Lena684,Charlott617,Jerde200,,Williamson769,M,white,nonhispanic,F,Dedham  Massachusetts  US,936 McKenzie Key Suite 0,Stoneham,Massachusetts,Middlesex County,25017.0,2180,42.44363878608946,-71.13029745210538,18807.12,1226408.48,12730
3236b1f8-2bc1-3e38-c539-a29407c6a206,2004-07-02,,999-15-6186,S99946259,X29895059X,Ms.,Krysta658,Leah288,Barrows492,,,,white,nonhispanic,F,Boston  Massachusetts  US,996 Ankunding Approach Apt 1,Boston,Massachusetts,Suffolk County,25025.0,2136,42.30116263498911,-71.07327757358904,14574.92,674911.19,93722
35b353dd-402b-571a-d67a-af0a104d0854,1943-06-12,2020-07-13,999-46-5496,S99932091,X77827854X,Mr.,Jody426,,Monahan736,,,M,white,nonhispanic,M,Stoughton  Massachusetts  US,823 Rohan Walk,Stoneham,Massachusetts,Middlesex County,25017.0,2180,42.430415118201786,-71.11493016497893,144461.77,3288803.57,164182
46976cf7-b0bf-be20-39a5-9f425a52886d,2007-06-08,,999-37-5783,S99989729,,Ms.,Lindsay928,Deja232,Zieme486,,,,white,nonhispanic,F,Toulouse  Occitanie  FR,794 Dicki Neck Unit 4,Worcester,Massachusetts,Worcester County,25027.0,1607,42.29589656519802,-71.86071035579968,43391.65,270.34,95959
46ee9d82-b52c-856d-069b-5064ff052225,1996-03-12,,999-44-2741,S99997495,X28297961X,Ms.,Shalanda398,Kelsie51,Terry864,,,S,white,nonhispanic,F,Marlborough  Massachusetts  US,925 Brown Annex,Lowell,Massachusetts,Middlesex County,25017.0,1854,42.62405815858057,-71.29962328132608,176592.15,206919.4,124612
4760e5e7-fa82-b084-95cb-bb4564d42496,1954-03-01,,999-59-3765,S99922422,X54605834X,Ms.,Genoveva361,Lilliam592,Morar593,,,S,white,nonhispanic,F,Chelmsford  Massachusetts  US,852 Runolfsson Lane Apt 56,Plympton,Massachusetts,Plymouth County,,0,41.98891394871307,-70.83148546014188,774049.82,405754.82,77958
47d390c6-a1a2-1a80-dd1d-9722c7b24159,2008-11-29,,999-48-4421,S99934881,,,Demarcus108,,Jones311,,,,white,nonhispanic,M,Gardner  Massachusetts  US,571 Hills Highlands Apt 93,Groveland,Massachusetts,Essex County,,0,42.75571130132746,-71.05777902178957,35260.18,50287.19,157143
4aaa0001-3832-cc52-e2f3-47aad08f4284,2005-10-30,,999-38-1206,S99993023,X79766542X,Mr.,Marvin195,Minh326,Weissnat378,,,,white,nonhispanic,M,Cordaville  Massachusetts  US,785 West Meadow Unit 75,Lawrence,Massachusetts,Essex County,25009.0,1840,42.661351921050525,-71.19375948211975,3695.86,49555.21,16471
4e3a6f7b-ffb9-5478-ae0f-e03a42891892,2000-06-01,,999-15-2429,S99937039,X34192527X,Ms.,Gerda633,Mia349,Trantow673,,,,white,nonhispanic,F,North Scituate  Massachusetts  US,296 Zemlak Ferry,Hudson,Massachusetts,Middlesex County,25017.0,1749,42.37518481659668,-71.51241394395679,72547.49,179607.18,83270
4f083ce3-f12b-bb4b-7353-e17f0cd55b0a,1998-10-06,,999-78-6352,S99956685,X40961508X,Mr.,Ezekiel373,Leslie90,Walter473,,,,white,nonhispanic,M,Onset  Massachusetts  US,332 Schulist Underpass,Watertown,Massachusetts,Middlesex County,25017.0,2472,42.32131597857709,-71.14289090408015,75236.13,2851.45,141031
50ad813c-cbc2-47aa-eaaa-8694cbcd66c9,2022-10-29,,999-15-2028,,,,Randal152,Walton167,Gusikowski974,,,,white,nonhispanic,M,Vineyard Haven  Massachusetts  US,423 Cassin Center Apt 5,Agawam,Massachusetts,Hampden County,25013.0,1030,42.08870215095944,-72.63298083819818,643.97,11112.78,23092
50b95daa-11fb-fb1d-f3aa-70e2d777e5ba,1988-09-19,2021-09-05,999-15-3798,S99921857,X57697280X,Mrs.,Yuk263,Agripina633,Hilpert278,,Hoppe518,M,white,nonhispanic,F,Spencer  Massachusetts  US,782 Gerhold Run Unit 18,Dedham,Massachusetts,Norfolk County,25021.0,2026,42.24840539947318,-71.1874771148357,194209.81,387863.72,62760
55133401-cd51-32bc-3046-82cb0a11d3da,1970-01-27,,999-94-9046,S99918472,X27505765X,Mr.,Joesph309,Young120,Blanda868,,,M,white,nonhispanic,M,Douglas  Massachusetts  US,746 Treutel Ferry,Lynn,Massachusetts,Essex County,25009.0,1907,42.42307138525712,-70.94052200222924,78544.33,54307.8,25783
5ba0a3f3-32f7-02b1-ec6a-8f568923954c,1998-03-11,,999-72-6669,S99915037,X45826678X,Mr.,Faustino767,Dominic463,Langworth352,,,M,asian,nonhispanic,M,Northborough  Massachusetts  US,373 Rath Skyway,Boston,Massachusetts,Suffolk County,25025.0,2127,42.392627527263805,-71.10595260610019,14920.2,901244.07,11168
5c39a9da-6fb0-3cbb-0181-add875529d46,2010-12-23,,999-45-8329,,,,Edmond919,Benito209,Ferry570,,,,white,nonhispanic,M,Barnstable  Massachusetts  US,1065 Hamill Center Suite 34,Arlington,Massachusetts,Middlesex County,25017.0,2476,42.42077071107171,-71.13942291478861,29337.3,21254.01,60549
5e688e99-61b3-5c88-3f60-21df8aaced27,2009-10-22,,999-87-5260,S99915466,,,Wallace647,Raymond398,Effertz744,,,,native,nonhispanic,M,Southwick  Massachusetts  US,788 Hansen Skyway,Revere,Massachusetts,Suffolk County,25025.0,2151,42.42585246178816,-70.94822090106521,3071.02,63807.52,22038
5e7ebf2c-22ec-a89b-53ab-38edddd81be9,1973-04-29,,999-51-2537,S99935602,X16501837X,Mrs.,Rosalba160,,Lebsack687,,Larson43,M,white,nonhispanic,F,Wakefield  Massachusetts  US,1071 Rau Run Suite 89,Easthampton,Massachusetts,Hampshire County,25015.0,1027,42.33493367095153,-72.74444248366598,666956.98,120810.44,36201
5efaa97c-4a6c-5f10-2c9c-8ffdefa57893,1984-05-30,,999-58-1575,S99920791,X14444502X,Mr.,Loyd638,Louis204,Tromp100,,,S,white,nonhispanic,M,Worcester  Massachusetts  US,1042 Dickinson Orchard Unit 51,Amherst,Massachusetts,Hampshire County,,0,42.36972069506625,-72.52918650873026,83542.62,10924.78,46339
5fb3b9bc-eba6-e693-4e05-6bd91dbea56b,2018-01-04,,999-91-1975,,,,Galen747,Scott935,Koelpin146,,,,white,nonhispanic,M,Holbrook  Massachusetts  US,168 Murazik Terrace,Quincy,Massachusetts,Norfolk County,25021.0,2170,42.26048604451153,-71.02512729234769,26406.56,0.0,46761
5fd603dd-1d6a-62be-0862-67ff6e3978b5,2013-02-25,,999-38-2304,,,,Lakesha141,,Koepp521,,,,white,nonhispanic,F,Mendon  Massachusetts  US,340 Braun Passage Apt 35,Worcester,Massachusetts,Worcester County,25027.0,1608,42.26256985152271,-71.70588288847124,2612.0,74972.97,4053
6275db11-d13f-3576-ca29-c3f6247ac2dc,2007-12-07,,999-55-9695,S99936571,,Ms.,Teri144,Layne115,Hilpert278,,,,other,nonhispanic,F,Rockland  Massachusetts  US,1038 Quitzon Lock Suite 18,Waltham,Massachusetts,Middlesex County,25017.0,2472,42.366710676840846,-71.20453306255423,39405.87,5553.93,74220
62f60bdb-cc5c-8305-b98b-f2b229a55eca,1975-07-16,,999-12-9859,S99967691,X45814236X,Mrs.,Angel97,Rocio28,Bosco882,,Luettgen772,D,white,nonhispanic,F,Rehoboth  Massachusetts  US,120 Collins Path Suite 22,Fall River,Massachusetts,Bristol County,25005.0,2790,41.695915023588334,-71.14174870097861,534345.77,514843.87,74269
64a20845-3721-2010-32e1-d2a178ce3ee3,1965-04-01,,999-92-6042,S99998266,X51879082X,Mr.,Chung121,Eric487,Gleason633,,,S,white,nonhispanic,M,Cambridge  Massachusetts  US,561 Hermann Row Unit 68,Yarmouth,Massachusetts,Barnstable County,,0,41.72103113793074,-70.23275702695778,154998.29,22019.22,42610
6550f07d-78c7-bd66-5faa-a6aa4604e490,2006-01-04,,999-88-4335,S99914080,X88238130X,Mr.,Junior695,Rory188,Cremin516,,,,white,nonhispanic,M,Lynn  Massachusetts  US,520 Reynolds Grove Apt 81,Yarmouth,Massachusetts,Barnstable County,,0,41.7202906256758,-70.25182290604654,44064.84,10745.71,26493
6aed9210-c500-4375-b0fc-3374c40b8591,1965-04-01,2019-04-03,999-77-1968,S99939115,X76724995X,Mr.,Lyman173,,Runte676,,,M,white,nonhispanic,M,Quincy  Massachusetts  US,784 Strosin Hollow,Yarmouth,Massachusetts,Barnstable County,,0,41.65904472422945,-70.27041725336747,175904.67,130346.77,42610
6bc4cd5d-0216-17a9-8192-ac2209957d3a,1998-07-05,,999-61-2767,S99928836,X58920393X,Ms.,Pamela954,Gilma310,Thompson596,,,,white,hispanic,F,Lawrence  Massachusetts  US,842 Koch Common,Marblehead,Massachusetts,Essex County,25009.0,1945,42.47580526957799,-70.82787159698567,200280.91,276559.19,232022
6e6a4d89-4709-5549-d696-94a38122b047,1986-06-18,,999-17-3257,S99993415,X7148000X,Mrs.,Jammie261,Madge238,Aufderhar910,,Gaylord332,M,white,nonhispanic,F,Gill  Massachusetts  US,845 Streich View Unit 45,Boston,Massachusetts,Suffolk County,25025.0,2109,42.37107534324914,-71.11434439247643,166443.97,705167.3,27257
6f45f2e9-a617-570a-8867-dec1260088bb,2013-03-21,,999-43-6844,,,,Carey440,Theo630,Mraz590,,,,white,nonhispanic,M,Boston  Massachusetts  US,343 Feeney Terrace,Lunenburg,Massachusetts,Worcester County,25027.0,1462,42.63124155127892,-71.70650736593358,25564.7,1080.93,41535
6fbddf55-7096-b883-7cd3-260f27953080,1981-03-24,,999-94-1171,S99980696,X52036118X,Mrs.,Clarinda196,Serena400,Farrell962,,Mayert710,M,white,nonhispanic,F,Southwick  Massachusetts  US,205 Doyle Parade,Burlington,Massachusetts,Middlesex County,25017.0,1730,42.50650523065799,-71.21144047274721,18055.52,1661899.85,18417
715724a5-2018-a4ef-8f62-42ec13f9c91d,1942-03-24,,999-84-8728,S99931131,X33745360X,Mrs.,Rosella686,Ryan260,Mayer370,,Parker433,D,white,nonhispanic,F,Southbridge  Massachusetts  US,789 Weissnat Burg,Wakefield,Massachusetts,Middlesex County,25017.0,1880,42.46288022737474,-71.03497924381752,519803.01,431269.72,62618
7512bbb4-b22b-0979-6edc-389e16607ac7,2024-11-17,,999-53-5755,,,,Tamie596,Joi660,Herzog843,,,,black,nonhispanic,F,Holden  Massachusetts  US,256 Fritsch Pathway,Chicopee,Massachusetts,Hampden County,25013.0,1013,42.20762223444945,-72.51757750751571,400.0,5321.48,30756
75d6a35c-c2e1-5b9f-e7f8-6a5b05af8fc8,2012-10-26,,999-44-7679,,,,Hiram237,Abraham100,Batz141,,,,white,nonhispanic,M,Falmouth  Massachusetts  US,433 DuBuque Estate,Upton,Massachusetts,Worcester County,25027.0,1568,42.17105918362091,-71.64104395951323,24222.11,28694.28,161960
76a1559f-a83a-59b9-ed07-4efd4a0f1b39,1983-04-08,,999-48-4172,S99935295,X58255521X,Mrs.,Alethia102,Beatris270,Berge125,,Abernathy524,M,white,nonhispanic,F,Boston  Massachusetts  US,128 Strosin Well Unit 53,Fall River,Massachusetts,Bristol County,25005.0,2720,41.65519029426694,-71.13051179305559,129567.03,491662.07,27008
76b20010-c318-5754-8c85-983aa538522f,2017-12-11,,999-62-9324,,,,Jody426,Jeffrey461,Hickle134,,,,white,nonhispanic,M,Charlton  Massachusetts  US,368 Marquardt Highlands,Newburyport,Massachusetts,Essex County,25009.0,1950,42.81308052119067,-70.83892862887681,12700.63,9142.72,878354
7811dc30-8c86-8164-6c33-6b6f464745ef,1970-01-13,,999-38-9284,S99972023,X78481010X,Mrs.,Mignon230,,Bartoletti50,,Towne435,M,asian,nonhispanic,F,Haiphong  Kiến An  VN,250 Moen Underpass,Boston,Massachusetts,Suffolk County,25025.0,2151,42.2493184322369,-71.04883958043074,265086.4,1146072.09,867330
79021b82-f370-50bb-c5a1-7333816d683f,2012-12-12,,999-95-8494,,,,Evette961,,Farrell962,,,,white,nonhispanic,F,Worthington  Massachusetts  US,1030 Lehner Branch,Malden,Massachusetts,Middlesex County,25017.0,2155,42.40649311093212,-71.02556291693962,41531.69,40047.64,41107
7b06ee52-df9a-8487-0be6-dff27cc7d519,2001-04-30,,999-74-6657,S99980063,X44162800X,Ms.,Ressie457,Eneida722,Nader710,,,,white,nonhispanic,F,Hamilton  Massachusetts  US,285 Weissnat Park,Attleboro,Massachusetts,Bristol County,25005.0,2703,41.90651572209241,-71.33004477600963,138385.73,300173.34,137480
7bdd30f5-7598-e44a-c32c-f928becb9d5e,2009-05-04,,999-30-7687,S99917154,,,Lavina533,Christene303,Hartmann983,,,,black,nonhispanic,F,Lowell  Massachusetts  US,757 Nolan Haven Suite 44,Newton,Massachusetts,Middlesex County,25017.0,2460,42.308788358946096,-71.26665082224034,30132.35,29737.17,123819
7c913488-8c54-7aa0-a452-83dbc3ad8377,2011-10-07,,999-65-4697,,,,Dian810,Valda518,Kiehn525,,,,white,nonhispanic,F,Waltham  Massachusetts  US,974 Langworth Station,Fall River,Massachusetts,Bristol County,25005.0,2747,41.70891928719546,-71.15822978508461,35649.92,12623.9,39886
7f50d0ba-ca6b-eaa7-d4f7-50dc977f2e50,2002-10-15,,999-36-3745,S99929105,X23529685X,Ms.,Kerry175,,Dickens475,,,,white,nonhispanic,F,Springfield  Massachusetts  US,537 Walsh Mission,Cambridge,Massachusetts,Middlesex County,25017.0,2140,42.342217069464965,-71.08808165812866,102147.39,545695.42,189971
8a378120-cbc8-8dc0-04be-44a8c807932f,1971-08-29,,999-82-7326,S99930017,X41391791X,Mrs.,Santa373,,Larkin917,,Gerlach374,M,white,nonhispanic,F,Medford  Massachusetts  US,1049 Luettgen Viaduct Apt 19,Lexington,Massachusetts,Middlesex County,25017.0,2421,42.42593269226924,-71.26559591289288,276927.73,852787.32,198861
8c5fa9a2-4100-1e1c-1287-7effbfe0c0d2,1981-03-26,,999-72-6214,S99936942,X31377289X,Ms.,Rubie803,Angle307,King743,,,S,white,nonhispanic,F,Malden  Massachusetts  US,685 Batz Trafficway,Everett,Massachusetts,Middlesex County,25017.0,2149,42.44898777553662,-71.03233660443625,12621.48,886893.53,18729
922fb35e-148d-9e82-7e65-bfa05e3b3515,1986-09-12,,999-74-7973,S99933958,X82269128X,Mrs.,Agnes294,Laree109,Dickinson688,,Muller251,M,white,nonhispanic,F,Newburyport  Massachusetts  US,324 Reinger Highlands Apt 29,Grafton,Massachusetts,Worcester County,,0,42.2478081602492,-71.65074972716741,195047.29,759057.19,149894
9255b577-57ec-5114-269d-ae0e5e12f290,2007-01-20,,999-38-1139,S99964487,,Ms.,Laraine204,Alpha246,Jaskolski867,,,,white,nonhispanic,F,Worcester  Massachusetts  US,554 Yost Underpass Unit 38,Medford,Massachusetts,Middlesex County,25017.0,2155,42.4348023516352,-71.12670436490349,449757.32,367025.96,42139
947c82ee-1735-c9ed-8210-38cb93d8070c,2016-02-09,,999-50-9740,,,,Marcell728,Augusta206,Hammes673,,,,white,nonhispanic,F,Medfield  Massachusetts  US,350 Quigley Mill,Boston,Massachusetts,Suffolk County,25025.0,2131,42.27694894483813,-71.13954379177159,31874.67,287.14,107995
9661a432-4630-2cd9-142c-386845fae837,1977-11-08,,999-46-9582,S99966543,X62997757X,Mr.,Paul232,Francisco472,Tremblay80,,,M,white,nonhispanic,M,Fitchburg  Massachusetts  US,558 O'Connell Trafficway,Whitman,Massachusetts,Plymouth County,,0,42.04733216768621,-70.93867701050462,18176.49,206465.93,22146
982750f4-569b-5949-196b-60699bdda3fb,1986-08-06,,999-41-6411,S99925201,X67380386X,Mrs.,Dwana281,Zora492,Schmitt836,,Schuppe920,M,white,nonhispanic,F,Scituate  Massachusetts  US,864 Wisozk Skyway Suite 4,Lowell,Massachusetts,Middlesex County,25017.0,1851,42.66502947266086,-71.34409739443451,261369.42,254605.47,51919
994d6249-48af-8064-c677-0fb58b1b59a8,1951-11-18,,999-83-4738,S99932399,X10097586X,Mr.,Hai304,,Marvin195,,,M,white,nonhispanic,M,Pittsfield  Massachusetts  US,471 Mosciski Center Apt 23,Peabody,Massachusetts,Essex County,25009.0,1960,42.55653926882928,-70.9789267585948,17904.74,902445.11,2326
9a0cf766-f487-28cc-c899-d7464126aba0,1961-12-03,,999-32-2574,S99995295,X42719983X,Mr.,Lynn917,Omer483,Davis923,,,D,white,nonhispanic,M,New Bedford  Massachusetts  US,1026 Anderson Manor Apt 81,Amesbury,Massachusetts,Essex County,25009.0,1913,42.858981247565545,-70.96893666928385,156062.24,66167.4,32449
9dc02e0c-624b-81c6-4648-829d5074bf90,1984-12-18,,999-38-1204,S99943584,X63603827X,Mr.,Riley817,Jarod376,Spinka232,,,S,white,nonhispanic,M,Waltham  Massachusetts  US,191 Greenholt Club Suite 47,Tewksbury,Massachusetts,Middlesex County,,0,42.569950313543664,-71.25030432311135,111598.82,7988.58,61531
a0c03c21-c7e2-54b4-175d-a01e8ba6de7b,2009-01-04,,999-22-1126,S99944896,,,Dawn804,,Jenkins714,,,,asian,nonhispanic,F,Westford  Massachusetts  US,1077 Luettgen Glen,Belmont,Massachusetts,Middlesex County,25017.0,2478,42.42513397198988,-71.15702261667204,43921.25,1699.86,164361
a203c138-c1f4-67db-655a-5138756a96c7,2015-09-29,,999-87-6157,,,,Mariela993,Alyce744,Abernathy524,,,,white,nonhispanic,F,Scituate  Massachusetts  US,320 Collins Terrace,Weymouth,Massachusetts,Norfolk County,25021.0,2189,42.21746868194054,-70.96548246455204,32770.34,11183.33,124477
a296a2ba-b1ad-a3c5-d172-aa3dfdbcdab9,1987-01-12,,999-31-8127,S99996541,X2523057X,Mrs.,Pok428,Kerrie266,Lebsack687,,Lindgren255,M,white,nonhispanic,F,Wilmington  Massachusetts  US,724 Nolan Camp Unit 48,Brockton,Massachusetts,Plymouth County,25023.0,2301,42.05090474227868,-71.05907038727557,14463.68,987194.56,17562
a2fb233f-60e0-b477-cd38-af3923f792a3,1961-12-03,2012-05-08,999-43-3625,S99928646,X51432619X,Mr.,Tanner110,Amos720,Mitchell808,,,W,white,nonhispanic,M,Boston  Massachusetts  US,144 Hartmann Viaduct Apt 57,Amesbury,Massachusetts,Essex County,25009.0,1913,42.89434519466137,-70.98429749490316,116991.74,2073360.98,32449
a56f7570-fa42-cebe-bded-330118a4268c,2004-02-02,,999-23-8973,S99945275,X76250039X,Mr.,Stuart913,Issac619,Price929,,,,white,nonhispanic,M,Northampton  Massachusetts  US,107 Leannon Passage Apt 66,Worcester,Massachusetts,Worcester County,25027.0,1608,42.3800271451104,-71.80908497434591,41656.75,12554.58,32311
a7b1943e-4400-ed7b-2b1f-67b40f8f36e2,1976-06-18,,999-41-4188,S99998840,X49556061X,Mr.,Rosario163,,Runolfsson901,,,S,white,nonhispanic,M,Boston  Massachusetts  US,279 Pfannerstill Pathway,Milton,Massachusetts,Norfolk County,25021.0,2186,42.22887244291295,-71.11183655990015,104658.21,19836.48,837723
aa616abe-1761-0c9a-7959-07544679dafd,1958-08-09,,999-83-4774,S99945818,X6859561X,Mrs.,Jona712,Bonnie873,Torphy630,,Robel940,M,asian,nonhispanic,F,Hanoi  Hà Đông  VN,997 Grant Row Unit 85,Peabody,Massachusetts,Essex County,25009.0,1960,42.52301776095647,-71.05524780399834,967473.49,380148.45,81174
ab632b8c-a0c1-d453-8049-7d5f094df6eb,1943-06-12,,999-82-3901,S99992861,X53652637X,Mr.,Ty725,,Bednar518,,,M,white,nonhispanic,M,Weymouth  Massachusetts  US,860 Sanford Trafficway Unit 27,Stoneham,Massachusetts,Middlesex County,25017.0,2180,42.48987650888555,-71.1326603856647,196868.57,278076.79,164182
aee7bbe1-0c45-c028-1e62-1f4cdb30c273,2010-09-16,,999-21-5544,,,,Wilfredo622,Isaiah615,Fritsch593,,,,white,nonhispanic,M,New Bedford  Massachusetts  US,265 Schamberger Rapid Unit 70,Whitman,Massachusetts,Plymouth County,,0,42.09511361404636,-70.96780531615718,41009.33,2008.41,102779
b27ee48d-2590-6e78-ee68-28a31a2b37e1,1994-10-26,,999-74-9447,S99956489,X4520890X,Mr.,Rod343,Pat3,Grimes165,,,M,white,nonhispanic,M,Sutton  Massachusetts  US,411 Wyman Trace,Springfield,Massachusetts,Hampden County,25013.0,1106,42.16850090788616,-72.50253754830902,55340.23,707489.86,36897
b329ef8d-a18b-a62f-aa37-7b5ca4504f4b,1986-10-16,,999-49-8193,S99941179,X27435629X,Mr.,Hans694,Orval846,Bogisich202,,,M,black,nonhispanic,M,Cambridge  Massachusetts  US,384 Breitenberg Center Suite 99,Springfield,Massachusetts,Hampden County,25013.0,1108,42.167554305577,-72.63817312402368,86138.79,0.0,41204
b6a1cac9-8873-36a7-e726-4aad8a07d44d,1993-01-06,2025-09-04,999-64-3707,S99913386,X39965677X,Mr.,Renaldo199,,Crist667,,,S,white,nonhispanic,M,Boston  Massachusetts  US,1055 Miller Vale,Needham,Massachusetts,Norfolk County,25021.0,2492,42.26122529424496,-71.26130415300472,9322.57,91444.84,4325
ba419d35-0dfe-8af7-347c-eebf02485a56,1925-06-12,,999-49-6110,S99915546,X81105467X,Mrs.,Corie618,Sofia418,Kohler843,,Jast432,D,white,nonhispanic,F,Chelmsford  Massachusetts  US,1028 Hoeger Crossroad,Franklin,Massachusetts,Norfolk County,25021.0,2038,42.05592795971821,-71.36775579073067,28159.9,1855548.86,18756
